customer_id,true_segment,cluster,cluster_name,dominant_tier_of_cluster,recency_days,frequency,monetary,acceptance_rate,avg_price_ratio
713,SMB,3,Steady Mid-Value,SMB,23,26,3031.9,0.8846153846153846,0.980273076923077
714,Occasional,0,Low-Engagement / Occasional,Occasional,350,11,1476.79,1.0,0.9444454545454545
715,SMB,3,Steady Mid-Value,SMB,74,16,1429.65,0.875,0.975225
716,Mid-Market,3,Steady Mid-Value,SMB,59,7,2001.1100000000001,1.0,1.0073
717,SMB,3,Steady Mid-Value,SMB,97,29,4200.62,0.9310344827586207,0.9715137931034483
718,Mid-Market,3,Steady Mid-Value,SMB,34,38,7054.35,0.8947368421052632,0.9655815789473683
719,SMB,2,Price-Sensitive / At-Risk,Occasional,301,13,1256.25,0.7692307692307693,0.9616076923076923
720,Occasional,2,Price-Sensitive / At-Risk,Occasional,387,10,1170.83,0.8,0.9705400000000001
721,SMB,3,Steady Mid-Value,SMB,29,32,5655.73,0.9375,0.97755625
722,SMB,3,Steady Mid-Value,SMB,43,18,2180.9700000000003,0.9444444444444444,0.9742333333333334
723,Enterprise,1,High-Value Core,Mid-Market,16,31,7157.58,0.9354838709677419,1.039616129032258
724,Occasional,0,Low-Engagement / Occasional,Occasional,63,13,1251.95,0.9230769230769231,0.9768538461538461
725,Mid-Market,1,High-Value Core,Mid-Market,3,20,2555.47,0.95,0.996435
726,Enterprise,1,High-Value Core,Mid-Market,12,33,5172.2,0.9696969696969697,1.023360606060606
727,Mid-Market,3,Steady Mid-Value,SMB,41,46,10431.18,0.8913043478260869,0.9819760869565218
728,Enterprise,1,High-Value Core,Mid-Market,52,63,13782.13,0.9841269841269841,1.0526857142857142
729,SMB,3,Steady Mid-Value,SMB,74,10,1818.3000000000002,0.9,0.96661
730,SMB,3,Steady Mid-Value,SMB,115,25,4506.63,0.84,1.013036
731,Mid-Market,1,High-Value Core,Mid-Market,28,33,4914.91,0.9090909090909091,0.9946636363636364
732,Enterprise,1,High-Value Core,Mid-Market,5,16,4208.280000000001,1.0,1.04565
733,Mid-Market,1,High-Value Core,Mid-Market,8,40,7765.37,0.9,1.02248
734,Mid-Market,3,Steady Mid-Value,SMB,13,17,2113.06,0.8823529411764706,0.9821941176470588
735,Enterprise,1,High-Value Core,Mid-Market,9,53,9988.75,0.9433962264150944,1.0422849056603773
736,SMB,2,Price-Sensitive / At-Risk,Occasional,125,12,2246.83,0.6666666666666666,0.997975
737,Mid-Market,3,Steady Mid-Value,SMB,116,21,2830.53,0.9047619047619048,0.982852380952381
738,Mid-Market,3,Steady Mid-Value,SMB,45,55,8524.63,0.9636363636363636,0.9742545454545455
739,Mid-Market,3,Steady Mid-Value,SMB,20,61,10063.64,0.9016393442622951,0.9666213114754099
740,Mid-Market,3,Steady Mid-Value,SMB,119,59,13309.45,0.9322033898305084,0.9806745762711865
741,Enterprise,1,High-Value Core,Mid-Market,2,91,19002.14,0.945054945054945,1.0645725274725275
742,Mid-Market,1,High-Value Core,Mid-Market,20,26,4925.51,0.8846153846153846,1.0083192307692308
743,Occasional,0,Low-Engagement / Occasional,Occasional,76,6,962.77,1.0,0.92915
744,Enterprise,1,High-Value Core,Mid-Market,24,83,14980.02,0.9518072289156626,1.035467469879518
745,SMB,3,Steady Mid-Value,SMB,24,50,8108.34,0.92,0.970362
746,SMB,3,Steady Mid-Value,SMB,166,14,3252.94,0.9285714285714286,0.9949428571428571
747,Mid-Market,1,High-Value Core,Mid-Market,1,56,13216.94,0.9107142857142857,0.9900571428571429
748,SMB,3,Steady Mid-Value,SMB,19,9,1684.29,1.0,1.0262444444444445
749,SMB,3,Steady Mid-Value,SMB,49,27,2411.7,0.8888888888888888,0.9596666666666667
750,Occasional,3,Steady Mid-Value,SMB,2,14,1699.54,0.8571428571428571,0.9613285714285714
751,Mid-Market,1,High-Value Core,Mid-Market,64,74,12158.72,0.9459459459459459,1.0029878378378378
752,Mid-Market,1,High-Value Core,Mid-Market,25,74,15644.35,0.972972972972973,0.9714256756756756
753,Mid-Market,3,Steady Mid-Value,SMB,100,12,1938.42,1.0,0.9908416666666667
754,SMB,3,Steady Mid-Value,SMB,40,24,4286.67,0.875,0.9356083333333333
755,SMB,3,Steady Mid-Value,SMB,51,19,3498.44,0.9473684210526315,0.9638052631578947
756,Mid-Market,1,High-Value Core,Mid-Market,54,59,10941.82,0.9661016949152542,0.9828677966101695
757,Mid-Market,1,High-Value Core,Mid-Market,65,56,11122.78,0.9821428571428571,0.9792839285714285
758,Occasional,0,Low-Engagement / Occasional,Occasional,445,3,180.29,1.0,0.9305
759,Enterprise,1,High-Value Core,Mid-Market,12,23,4274.42,1.0,1.0330782608695652
760,SMB,3,Steady Mid-Value,SMB,56,14,3276.45,1.0,0.9654214285714285
761,SMB,2,Price-Sensitive / At-Risk,Occasional,19,11,2036.32,0.7272727272727273,0.9842454545454544
762,Mid-Market,1,High-Value Core,Mid-Market,2,36,5564.32,0.9166666666666666,0.9783194444444445
763,Enterprise,1,High-Value Core,Mid-Market,5,111,21289.8,0.9279279279279279,1.0401477477477479
764,Mid-Market,1,High-Value Core,Mid-Market,2,29,6340.39,0.9310344827586207,1.022855172413793
765,Occasional,2,Price-Sensitive / At-Risk,Occasional,58,3,684.13,0.6666666666666666,0.9317666666666667
766,Enterprise,1,High-Value Core,Mid-Market,19,70,13085.11,0.9857142857142858,1.0319014285714285
767,Mid-Market,1,High-Value Core,Mid-Market,27,68,9339.35,0.8529411764705882,0.9956279411764707
768,Enterprise,1,High-Value Core,Mid-Market,37,54,11195.61,0.9629629629629629,1.0493481481481481
769,Mid-Market,1,High-Value Core,Mid-Market,71,16,4922.64,0.9375,0.9971749999999999
770,SMB,3,Steady Mid-Value,SMB,25,34,6018.4,0.8823529411764706,0.9576852941176471
771,Mid-Market,3,Steady Mid-Value,SMB,30,54,5990.3,0.9074074074074074,0.9583907407407408
772,SMB,3,Steady Mid-Value,SMB,67,19,3218.8,0.8421052631578947,0.9803157894736843
773,SMB,2,Price-Sensitive / At-Risk,Occasional,157,21,2477.6,0.8095238095238095,0.9775619047619047
774,Occasional,0,Low-Engagement / Occasional,Occasional,61,3,321.28999999999996,1.0,0.9523666666666667
775,Enterprise,1,High-Value Core,Mid-Market,55,34,6832.49,0.8823529411764706,1.0482382352941175
776,Occasional,2,Price-Sensitive / At-Risk,Occasional,74,16,2358.55,0.8125,0.94665
777,SMB,3,Steady Mid-Value,SMB,77,40,6066.9400000000005,0.95,0.9575525
778,Mid-Market,3,Steady Mid-Value,SMB,13,34,7480.25,0.9705882352941176,0.9597323529411764
779,SMB,3,Steady Mid-Value,SMB,34,22,4103.0,0.8636363636363636,0.9698909090909091
780,Occasional,2,Price-Sensitive / At-Risk,Occasional,211,4,81.13,0.25,0.9701500000000001
781,Mid-Market,3,Steady Mid-Value,SMB,42,45,8804.81,0.8888888888888888,0.979
782,Occasional,0,Low-Engagement / Occasional,Occasional,6,14,1835.4,0.9285714285714286,0.9446714285714286
783,SMB,1,High-Value Core,Mid-Market,3,17,2863.2,0.8823529411764706,0.971729411764706
784,SMB,3,Steady Mid-Value,SMB,8,10,3852.29,0.8,0.9898899999999999
785,Occasional,2,Price-Sensitive / At-Risk,Occasional,239,5,484.62,0.6,0.99452
786,Mid-Market,1,High-Value Core,Mid-Market,27,17,2752.41,0.7058823529411765,0.9872882352941176
787,SMB,3,Steady Mid-Value,SMB,55,15,1520.05,0.8666666666666667,0.9706333333333333
788,Mid-Market,1,High-Value Core,Mid-Market,3,17,2199.2,1.0,0.9500647058823529
789,SMB,2,Price-Sensitive / At-Risk,Occasional,165,5,1637.74,0.8,0.94892
790,SMB,3,Steady Mid-Value,SMB,56,20,2668.58,0.95,0.96566
791,Mid-Market,1,High-Value Core,Mid-Market,24,78,16423.7,0.9487179487179487,0.9746653846153845
792,Mid-Market,1,High-Value Core,Mid-Market,59,30,7276.19,0.9333333333333333,1.0018333333333334
793,Mid-Market,3,Steady Mid-Value,SMB,101,25,4880.46,0.96,0.9549080000000001
794,Enterprise,1,High-Value Core,Mid-Market,6,18,2249.55,0.9444444444444444,1.0403166666666666
795,Enterprise,1,High-Value Core,Mid-Market,68,49,8602.83,0.9387755102040817,1.0617938775510205
796,Mid-Market,1,High-Value Core,Mid-Market,17,34,5231.51,0.9705882352941176,0.9791235294117646
797,Enterprise,1,High-Value Core,Mid-Market,10,56,10606.86,0.9642857142857143,1.0231696428571428
798,Mid-Market,1,High-Value Core,Mid-Market,18,71,15638.08,0.9295774647887324,0.9899535211267605
799,SMB,3,Steady Mid-Value,SMB,71,38,7404.93,0.9473684210526315,0.9555684210526315
800,SMB,3,Steady Mid-Value,SMB,6,35,3949.85,0.8,0.9819000000000001
801,SMB,3,Steady Mid-Value,SMB,155,7,1071.5,1.0,0.9958
802,Mid-Market,3,Steady Mid-Value,SMB,36,24,2814.08,0.875,0.9839958333333333
803,Occasional,0,Low-Engagement / Occasional,Occasional,113,18,3318.45,0.8888888888888888,0.9598722222222222
804,SMB,3,Steady Mid-Value,SMB,113,29,4000.9100000000003,0.9655172413793104,0.9709551724137931
805,Mid-Market,1,High-Value Core,Mid-Market,6,44,6609.13,0.9090909090909091,0.9751318181818182
806,Mid-Market,1,High-Value Core,Mid-Market,35,82,14063.58,0.9512195121951219,0.979339024390244
807,SMB,3,Steady Mid-Value,SMB,11,23,3045.37,0.9565217391304348,0.9835782608695652
808,Mid-Market,1,High-Value Core,Mid-Market,57,47,8966.06,0.9361702127659575,1.001231914893617
809,SMB,3,Steady Mid-Value,SMB,101,15,3030.96,0.8666666666666667,0.9749133333333333
810,Occasional,0,Low-Engagement / Occasional,Occasional,83,6,473.03,0.8333333333333334,0.9174333333333333
811,Enterprise,1,High-Value Core,Mid-Market,5,118,23435.760000000002,0.9661016949152542,1.0340381355932202
812,Enterprise,1,High-Value Core,Mid-Market,113,67,17809.43,0.9701492537313433,1.0275940298507462
813,Occasional,0,Low-Engagement / Occasional,Occasional,182,3,587.38,1.0,0.9722
814,SMB,1,High-Value Core,Mid-Market,9,9,2003.3600000000001,1.0,1.0032
815,Mid-Market,3,Steady Mid-Value,SMB,140,18,3341.48,0.8888888888888888,0.9923333333333333
816,Occasional,2,Price-Sensitive / At-Risk,Occasional,270,8,1842.9,0.75,0.96145
817,Occasional,0,Low-Engagement / Occasional,Occasional,183,12,1721.69,0.9166666666666666,0.999
818,SMB,0,Low-Engagement / Occasional,Occasional,246,4,286.48,1.0,0.914775
819,SMB,3,Steady Mid-Value,SMB,7,15,1679.76,1.0,0.99274
820,Mid-Market,1,High-Value Core,Mid-Market,2,25,2861.08,0.88,1.0141120000000001
821,Enterprise,1,High-Value Core,Mid-Market,8,19,3621.13,0.9473684210526315,1.0200105263157895
822,SMB,3,Steady Mid-Value,SMB,13,28,5228.9,0.9642857142857143,0.9767142857142856
823,Mid-Market,1,High-Value Core,Mid-Market,71,69,12170.94,0.9130434782608695,0.9999275362318841
824,SMB,3,Steady Mid-Value,SMB,18,23,4936.72,0.8260869565217391,0.9542217391304347
825,Occasional,0,Low-Engagement / Occasional,Occasional,81,8,757.89,0.875,0.9563125
826,Enterprise,1,High-Value Core,Mid-Market,15,136,25648.72,0.9411764705882353,1.0412411764705882
827,SMB,3,Steady Mid-Value,SMB,22,24,3963.52,0.8333333333333334,0.9895333333333333
828,Mid-Market,1,High-Value Core,Mid-Market,3,7,894.14,0.8571428571428571,1.0043428571428572
829,Occasional,2,Price-Sensitive / At-Risk,Occasional,149,3,228.87,0.6666666666666666,0.9240666666666666
830,Mid-Market,1,High-Value Core,Mid-Market,37,49,10133.34,0.9591836734693877,0.991426530612245
831,SMB,3,Steady Mid-Value,SMB,14,16,4700.43,0.8125,0.97515
832,SMB,0,Low-Engagement / Occasional,Occasional,168,14,2074.02,0.9285714285714286,0.9493214285714285
833,Mid-Market,1,High-Value Core,Mid-Market,34,60,10464.76,0.8833333333333333,0.9858883333333334
834,SMB,1,High-Value Core,Mid-Market,2,15,3130.54,0.8666666666666667,0.9705266666666666
835,SMB,3,Steady Mid-Value,SMB,33,15,3546.74,0.9333333333333333,0.9579666666666667
836,SMB,3,Steady Mid-Value,SMB,56,31,5746.99,0.8064516129032258,0.9974645161290322
837,SMB,3,Steady Mid-Value,SMB,43,22,3420.01,0.9090909090909091,0.9753636363636363
838,Occasional,0,Low-Engagement / Occasional,Occasional,72,6,1189.23,1.0,0.90525
839,Mid-Market,1,High-Value Core,Mid-Market,24,75,12916.85,0.92,0.9861906666666665
840,SMB,3,Steady Mid-Value,SMB,56,38,5544.97,0.9210526315789473,0.9786157894736843
841,Enterprise,1,High-Value Core,Mid-Market,23,55,10945.32,0.9454545454545454,1.0531927272727273
842,SMB,3,Steady Mid-Value,SMB,64,23,4201.95,0.9565217391304348,0.9663130434782609
843,SMB,3,Steady Mid-Value,SMB,119,20,3480.71,0.95,0.98749
844,Mid-Market,1,High-Value Core,Mid-Market,26,51,9908.28,0.8823529411764706,1.0265117647058823
845,Mid-Market,1,High-Value Core,Mid-Market,34,70,13491.85,0.9428571428571428,1.0062057142857141
846,Occasional,0,Low-Engagement / Occasional,Occasional,35,16,1752.75,0.9375,0.948425
847,Mid-Market,3,Steady Mid-Value,SMB,226,48,9148.58,0.9791666666666666,0.9872895833333333
848,SMB,3,Steady Mid-Value,SMB,41,18,3037.13,0.9444444444444444,0.9728166666666667
849,Mid-Market,1,High-Value Core,Mid-Market,16,27,5869.28,0.9629629629629629,1.0178925925925926
850,Occasional,2,Price-Sensitive / At-Risk,Occasional,17,4,781.8,0.75,0.985775
851,Mid-Market,1,High-Value Core,Mid-Market,14,77,14594.16,0.961038961038961,0.9979714285714286
852,Mid-Market,1,High-Value Core,Mid-Market,4,62,10234.89,0.9516129032258065,0.9884451612903226
853,Occasional,2,Price-Sensitive / At-Risk,Occasional,54,13,1842.25,0.8461538461538461,0.9797153846153847
854,Occasional,0,Low-Engagement / Occasional,Occasional,99,8,1429.01,1.0,0.9654499999999999
855,Mid-Market,1,High-Value Core,Mid-Market,12,33,6511.07,0.9090909090909091,1.0144515151515152
856,SMB,0,Low-Engagement / Occasional,Occasional,466,4,771.2,1.0,1.009325
857,SMB,3,Steady Mid-Value,SMB,35,9,1396.01,1.0,0.9829222222222221
858,Occasional,0,Low-Engagement / Occasional,Occasional,83,8,939.37,1.0,0.9667250000000001
859,Mid-Market,1,High-Value Core,Mid-Market,6,70,13395.15,0.9857142857142858,0.9843928571428572
860,SMB,2,Price-Sensitive / At-Risk,Occasional,70,39,5084.83,0.7948717948717948,0.9806794871794872
861,SMB,3,Steady Mid-Value,SMB,44,12,1936.6100000000001,0.9166666666666666,0.9506916666666667
862,SMB,2,Price-Sensitive / At-Risk,Occasional,89,11,1189.19,0.7272727272727273,0.9649454545454546
863,SMB,1,High-Value Core,Mid-Market,1,45,7908.12,0.9333333333333333,0.9770822222222222
864,SMB,3,Steady Mid-Value,SMB,35,36,5969.2300000000005,0.9444444444444444,0.9654138888888889
865,Mid-Market,3,Steady Mid-Value,SMB,85,33,6994.2,0.8484848484848485,0.9810878787878788
866,Occasional,2,Price-Sensitive / At-Risk,Occasional,949,3,382.0,0.6666666666666666,1.0039333333333333
867,Occasional,2,Price-Sensitive / At-Risk,Occasional,31,4,335.59000000000003,0.5,0.935025
868,SMB,2,Price-Sensitive / At-Risk,Occasional,142,12,1248.2,0.6666666666666666,0.9888583333333334
869,Mid-Market,1,High-Value Core,Mid-Market,53,30,4530.62,0.8333333333333334,0.9817066666666666
870,Mid-Market,3,Steady Mid-Value,SMB,95,24,2403.35,0.9166666666666666,0.9804125
871,SMB,3,Steady Mid-Value,SMB,26,36,7391.24,0.9722222222222222,0.9707944444444444
872,Enterprise,1,High-Value Core,Mid-Market,49,104,23615.19,0.9519230769230769,1.0394317307692307
873,Occasional,0,Low-Engagement / Occasional,Occasional,168,4,1084.54,1.0,0.956975
874,Mid-Market,1,High-Value Core,Mid-Market,42,67,12533.18,0.8656716417910447,0.9937626865671642
875,SMB,3,Steady Mid-Value,SMB,68,39,6514.57,0.8717948717948718,0.9728076923076924
876,Occasional,3,Steady Mid-Value,SMB,12,9,2212.8,1.0,0.936011111111111
877,Mid-Market,3,Steady Mid-Value,SMB,14,57,9047.12,0.9122807017543859,0.9605035087719298
878,Mid-Market,1,High-Value Core,Mid-Market,35,77,14701.91,0.961038961038961,0.9738922077922078
879,SMB,3,Steady Mid-Value,SMB,180,32,5353.63,0.90625,0.97715625
880,SMB,3,Steady Mid-Value,SMB,193,19,3074.54,0.9473684210526315,0.9721263157894737
881,Mid-Market,3,Steady Mid-Value,SMB,47,24,3958.17,0.9166666666666666,0.9600833333333334
882,SMB,3,Steady Mid-Value,SMB,60,15,3192.69,0.8666666666666667,0.9606600000000001
883,Occasional,2,Price-Sensitive / At-Risk,Occasional,185,2,299.45,0.5,1.00315
884,SMB,3,Steady Mid-Value,SMB,48,23,2853.08,1.0,0.977904347826087
885,Mid-Market,2,Price-Sensitive / At-Risk,Occasional,41,18,1740.88,0.7777777777777778,0.9938722222222223
886,Mid-Market,1,High-Value Core,Mid-Market,12,61,10806.2,0.9508196721311475,0.9971819672131147
887,Mid-Market,1,High-Value Core,Mid-Market,10,40,9097.95,0.95,0.9981825000000001
888,Mid-Market,1,High-Value Core,Mid-Market,199,69,16544.010000000002,0.8985507246376812,0.9760913043478261
889,Mid-Market,1,High-Value Core,Mid-Market,42,76,14371.84,0.9342105263157895,0.9759249999999999
890,SMB,3,Steady Mid-Value,SMB,195,10,2540.73,0.9,0.96113
891,Mid-Market,1,High-Value Core,Mid-Market,3,73,19347.13,0.9315068493150684,1.0043328767123287
892,Occasional,0,Low-Engagement / Occasional,Occasional,943,4,453.81,1.0,1.0265499999999999
893,Mid-Market,1,High-Value Core,Mid-Market,6,54,11208.23,0.9259259259259259,0.9800722222222221
894,Mid-Market,1,High-Value Core,Mid-Market,4,86,15635.11,0.8953488372093024,0.9722523255813953
895,SMB,0,Low-Engagement / Occasional,Occasional,128,7,678.32,1.0,0.948642857142857
896,Occasional,0,Low-Engagement / Occasional,Occasional,20,7,856.54,1.0,0.9904857142857143
897,Mid-Market,1,High-Value Core,Mid-Market,55,55,14067.43,0.9636363636363636,0.994689090909091
898,Mid-Market,1,High-Value Core,Mid-Market,1,59,9188.13,0.8813559322033898,1.0132898305084745
899,Mid-Market,1,High-Value Core,Mid-Market,9,77,11555.59,0.935064935064935,0.9773506493506493
900,SMB,3,Steady Mid-Value,SMB,37,8,780.14,1.0,0.931475
901,SMB,3,Steady Mid-Value,SMB,151,30,4979.02,0.8666666666666667,0.9726666666666667
902,Mid-Market,1,High-Value Core,Mid-Market,2,64,11329.66,0.90625,0.98261875
903,Enterprise,1,High-Value Core,Mid-Market,25,93,15950.68,0.9247311827956989,1.0364559139784946
904,SMB,2,Price-Sensitive / At-Risk,Occasional,174,30,4706.13,0.8333333333333334,0.9689300000000001
905,Occasional,0,Low-Engagement / Occasional,Occasional,37,21,2794.12,0.9047619047619048,0.9399571428571429
906,SMB,3,Steady Mid-Value,SMB,79,19,4015.0,0.9473684210526315,0.9502578947368421
907,SMB,3,Steady Mid-Value,SMB,57,33,7695.610000000001,0.8787878787878788,0.9581727272727272
908,Mid-Market,1,High-Value Core,Mid-Market,6,68,11909.94,0.8970588235294118,0.9973676470588235
909,Mid-Market,3,Steady Mid-Value,SMB,79,47,8236.55,0.9361702127659575,0.981295744680851
910,Mid-Market,1,High-Value Core,Mid-Market,11,59,14796.37,0.9491525423728814,0.9962474576271186
911,SMB,3,Steady Mid-Value,SMB,13,23,5233.4,1.0,0.9738
912,Occasional,2,Price-Sensitive / At-Risk,Occasional,13,1,0.0,0.0,0.9002
913,Occasional,0,Low-Engagement / Occasional,Occasional,10,10,1379.49,1.0,0.97675
914,Occasional,3,Steady Mid-Value,SMB,14,8,1157.11,0.875,0.9911
915,Occasional,0,Low-Engagement / Occasional,Occasional,44,2,147.93,1.0,1.0246499999999998
916,Occasional,0,Low-Engagement / Occasional,Occasional,24,10,1692.07,1.0,0.9421900000000001
917,Enterprise,1,High-Value Core,Mid-Market,40,74,11054.19,0.9324324324324325,1.043358108108108
918,Mid-Market,3,Steady Mid-Value,SMB,64,43,6548.37,0.9069767441860465,0.9660767441860465
919,Mid-Market,1,High-Value Core,Mid-Market,12,37,7460.98,0.972972972972973,0.994272972972973
920,SMB,3,Steady Mid-Value,SMB,98,33,6155.33,0.9393939393939394,0.9548848484848484
921,Mid-Market,1,High-Value Core,Mid-Market,33,46,10702.81,0.9130434782608695,0.9896652173913043
922,Occasional,2,Price-Sensitive / At-Risk,Occasional,314,9,3829.05,0.7777777777777778,0.965311111111111
923,SMB,3,Steady Mid-Value,SMB,17,8,1077.14,1.0,0.9533874999999999
924,SMB,2,Price-Sensitive / At-Risk,Occasional,31,21,7130.62,0.7142857142857143,1.0026809523809523
925,Mid-Market,3,Steady Mid-Value,SMB,46,55,9215.85,0.8909090909090909,0.9783690909090909
926,Mid-Market,1,High-Value Core,Mid-Market,59,42,7357.83,0.9523809523809523,1.0169619047619047
927,Mid-Market,3,Steady Mid-Value,SMB,83,17,1996.74,1.0,0.9752117647058824
928,Occasional,2,Price-Sensitive / At-Risk,Occasional,48,7,611.25,0.8571428571428571,0.9641142857142857
929,SMB,3,Steady Mid-Value,SMB,156,33,5426.47,0.9393939393939394,0.9647848484848485
930,SMB,2,Price-Sensitive / At-Risk,Occasional,94,5,1890.9499999999998,0.8,0.96792
931,Mid-Market,1,High-Value Core,Mid-Market,27,62,10593.22,0.967741935483871,1.0115354838709676
932,Mid-Market,3,Steady Mid-Value,SMB,27,60,10706.2,0.9666666666666667,0.9575766666666666
933,Mid-Market,1,High-Value Core,Mid-Market,46,69,12240.27,0.9710144927536232,1.0147623188405799
934,SMB,3,Steady Mid-Value,SMB,48,8,1683.97,0.875,0.988325
935,SMB,2,Price-Sensitive / At-Risk,Occasional,281,13,1661.83,0.8461538461538461,0.9798692307692308
936,Mid-Market,1,High-Value Core,Mid-Market,15,32,7857.34,1.0,1.013746875
937,Occasional,0,Low-Engagement / Occasional,Occasional,165,3,607.14,1.0,0.9900666666666668
938,Mid-Market,1,High-Value Core,Mid-Market,18,56,9119.33,0.9285714285714286,0.9915678571428571
939,Occasional,0,Low-Engagement / Occasional,Occasional,149,21,2938.96,1.0,0.9610428571428571
940,Mid-Market,1,High-Value Core,Mid-Market,17,24,4651.4,0.9583333333333334,1.0041666666666667
941,Mid-Market,3,Steady Mid-Value,SMB,10,8,1216.58,1.0,0.985025
942,Occasional,2,Price-Sensitive / At-Risk,Occasional,137,11,1085.3,0.7272727272727273,0.937
943,Mid-Market,1,High-Value Core,Mid-Market,25,80,11979.7,0.9,0.978735
944,Mid-Market,1,High-Value Core,Mid-Market,59,48,7792.86,0.9375,0.976
945,SMB,3,Steady Mid-Value,SMB,121,42,8539.27,1.0,0.9874642857142858
946,Mid-Market,1,High-Value Core,Mid-Market,25,26,6733.66,0.9230769230769231,0.9815538461538461
947,SMB,3,Steady Mid-Value,SMB,25,9,843.43,0.8888888888888888,0.9927666666666666
948,Occasional,2,Price-Sensitive / At-Risk,Occasional,414,4,454.82,0.75,0.941875
949,Occasional,0,Low-Engagement / Occasional,Occasional,70,11,1008.92,1.0,0.9551272727272727
950,Mid-Market,1,High-Value Core,Mid-Market,35,23,3714.89,0.9565217391304348,0.967091304347826
951,SMB,3,Steady Mid-Value,SMB,74,27,3728.02,0.8518518518518519,0.9827555555555556
952,Mid-Market,1,High-Value Core,Mid-Market,38,55,10129.15,0.9636363636363636,0.99074
953,Mid-Market,1,High-Value Core,Mid-Market,3,62,10572.12,0.9032258064516129,0.9810177419354839
954,Mid-Market,3,Steady Mid-Value,SMB,100,16,2708.23,0.875,1.0075
955,Occasional,0,Low-Engagement / Occasional,Occasional,78,3,373.17,1.0,0.9352333333333332
956,Occasional,0,Low-Engagement / Occasional,Occasional,116,17,2943.95,0.9411764705882353,0.9491705882352941
957,SMB,3,Steady Mid-Value,SMB,18,14,2093.37,0.8571428571428571,0.9422714285714286
958,SMB,3,Steady Mid-Value,SMB,54,32,5600.47,0.96875,0.948640625
959,SMB,3,Steady Mid-Value,SMB,31,37,7697.36,0.9459459459459459,0.9622162162162161
960,SMB,3,Steady Mid-Value,SMB,50,24,3582.35,0.875,0.9671958333333334
961,SMB,3,Steady Mid-Value,SMB,8,26,4662.47,0.9230769230769231,0.9790038461538462
962,SMB,0,Low-Engagement / Occasional,Occasional,87,8,1144.6399999999999,1.0,0.9424250000000001
963,Mid-Market,1,High-Value Core,Mid-Market,14,21,7832.1,0.8095238095238095,0.9741142857142856
964,Mid-Market,1,High-Value Core,Mid-Market,13,83,15712.32,0.891566265060241,1.0016301204819278
965,Occasional,0,Low-Engagement / Occasional,Occasional,63,7,1318.79,1.0,0.9379857142857143
966,SMB,3,Steady Mid-Value,SMB,50,10,2505.62,1.0,0.99365
967,Occasional,0,Low-Engagement / Occasional,Occasional,167,7,1154.01,1.0,0.8908571428571428
968,Mid-Market,1,High-Value Core,Mid-Market,26,57,10088.869999999999,0.8947368421052632,0.9942701754385965
969,SMB,3,Steady Mid-Value,SMB,42,28,5205.45,0.8928571428571429,1.0042285714285715
970,Mid-Market,1,High-Value Core,Mid-Market,7,50,8622.85,0.92,1.002062
971,Mid-Market,1,High-Value Core,Mid-Market,24,47,7196.12,0.8936170212765957,1.0005702127659575
972,Enterprise,1,High-Value Core,Mid-Market,17,83,15573.039999999999,0.9518072289156626,1.0397807228915663
973,Mid-Market,1,High-Value Core,Mid-Market,42,73,16325.95,0.9178082191780822,1.0057493150684933
974,Occasional,0,Low-Engagement / Occasional,Occasional,175,14,2106.3,0.9285714285714286,0.9399142857142857
975,Mid-Market,3,Steady Mid-Value,SMB,45,38,5839.94,0.9210526315789473,0.9711394736842106
976,SMB,3,Steady Mid-Value,SMB,44,9,1587.99,0.8888888888888888,0.9977555555555555
977,SMB,3,Steady Mid-Value,SMB,104,21,7250.34,0.9047619047619048,0.9833999999999999
978,Mid-Market,3,Steady Mid-Value,SMB,20,49,7297.01,0.9183673469387755,0.9568204081632653
979,SMB,3,Steady Mid-Value,SMB,101,8,1500.18,0.875,1.01865
980,Mid-Market,1,High-Value Core,Mid-Market,4,27,4615.44,1.0,0.972674074074074
981,Occasional,0,Low-Engagement / Occasional,Occasional,649,2,1625.2,1.0,0.9634
982,SMB,0,Low-Engagement / Occasional,Occasional,98,13,3189.12,0.9230769230769231,0.936023076923077
983,SMB,3,Steady Mid-Value,SMB,67,14,3740.1,0.9285714285714286,0.9767285714285715
984,SMB,3,Steady Mid-Value,SMB,29,23,3061.36,0.9130434782608695,0.9725695652173912
985,Mid-Market,1,High-Value Core,Mid-Market,33,35,7110.58,0.9142857142857143,0.9714514285714285
986,Occasional,2,Price-Sensitive / At-Risk,Occasional,607,5,331.0,0.6,0.9196200000000001
987,Mid-Market,1,High-Value Core,Mid-Market,145,27,4944.64,1.0,1.0053222222222222
988,Enterprise,1,High-Value Core,Mid-Market,27,26,7089.14,0.9615384615384616,1.0507384615384616
989,Mid-Market,1,High-Value Core,Mid-Market,11,68,11294.13,0.9264705882352942,0.9832279411764705
990,SMB,2,Price-Sensitive / At-Risk,Occasional,140,8,858.99,0.75,0.9523375
991,SMB,3,Steady Mid-Value,SMB,87,39,5893.8,0.9230769230769231,0.9970999999999999
992,SMB,3,Steady Mid-Value,SMB,88,18,2622.43,0.8888888888888888,0.9619722222222222
993,SMB,3,Steady Mid-Value,SMB,187,8,2046.23,1.0,0.966925
994,Mid-Market,1,High-Value Core,Mid-Market,48,42,7036.82,0.9761904761904762,0.9958809523809523
995,Occasional,0,Low-Engagement / Occasional,Occasional,65,14,1461.8799999999999,0.9285714285714286,0.9723357142857143
