customer_id,true_segment,true_beta,signup_date,industry,region,contract_type,tenure_days_at_cutoff,n_quotes_12m,n_accepted_12m,avg_price_ratio_12m,revenue_12m,express_share_12m,acceptance_rate_12m,price_ratio_trend,churned
461,SMB,5.56,2019-07-07,Pharma,West,Spot,2236,4.0,4.0,0.948,616.17,0.0,1.0,,0
462,Mid-Market,4.749,2023-08-15,Automotive,Northeast,Contract,736,11.0,10.0,0.950490909090909,1139.41,0.2727272727272727,0.9090909090909091,0.02092499999999997,0
463,Occasional,11.854,2021-12-24,Apparel,West,Spot,1335,1.0,1.0,0.9397,210.53,0.0,1.0,,0
464,Mid-Market,5.301,2024-08-28,Electronics,Northeast,Spot,357,13.0,13.0,0.9994461538461539,1966.79,0.07692307692307693,1.0,0.00159166666666688,0
465,SMB,8.083,2019-06-16,Electronics,International,Spot,2257,8.0,8.0,0.9710875,1231.23,0.125,1.0,,0
466,SMB,6.974,2021-04-30,Industrial,International,Spot,1573,4.0,3.0,0.96075,804.82,0.25,0.75,0.14570000000000005,0
467,SMB,7.04,2019-03-28,Industrial,Southeast,Contract,2337,7.0,5.0,0.9127428571428571,406.92,0.14285714285714285,0.7142857142857143,-0.06066666666666665,1
468,Occasional,7.674,2023-09-24,Retail,Midwest,Spot,696,3.0,3.0,0.9404666666666667,932.73,0.0,1.0,,1
469,Mid-Market,5.419,2024-09-19,Automotive,Midwest,Contract,335,9.0,8.0,0.9872333333333333,783.48,0.2222222222222222,0.8888888888888888,-0.018100000000000005,0
470,SMB,8.23,2020-01-17,Manufacturing,Southeast,Spot,2042,8.0,8.0,0.994825,1321.8500000000001,0.25,1.0,0.039550000000000085,0
471,Mid-Market,4.856,2021-02-27,Automotive,West,Spot,1635,10.0,8.0,0.95989,1097.54,0.1,0.8,0.05060000000000009,0
472,SMB,7.988,2024-08-21,Pharma,West,Contract,364,3.0,3.0,0.9085,792.77,0.0,1.0,,0
473,Mid-Market,5.127,2019-04-11,Apparel,Midwest,Contract,2323,12.0,10.0,0.9622416666666668,2219.72,0.25,0.8333333333333334,0.021950000000000025,0
474,Mid-Market,4.658,2025-05-07,Apparel,Northeast,Contract,105,3.0,3.0,1.0007333333333335,617.99,0.0,1.0,,0
475,Mid-Market,3.994,2024-11-29,Pharma,International,Contract,264,5.0,5.0,0.95204,557.32,0.0,1.0,,0
476,Mid-Market,4.365,2020-01-07,Electronics,Northeast,Contract,2052,6.0,6.0,0.9958166666666667,1351.43,0.16666666666666666,1.0,-0.013299999999999979,0
477,Mid-Market,4.617,2019-12-05,Automotive,Midwest,Spot,2085,12.0,11.0,1.0026916666666665,1732.7199999999998,0.08333333333333333,0.9166666666666666,-0.005626666666666669,0
478,SMB,7.518,2023-08-12,Pharma,Northeast,Spot,739,2.0,2.0,0.9947,514.76,1.0,1.0,,0
479,SMB,4.894,2019-01-25,Pharma,Northeast,Spot,2399,4.0,3.0,0.9851,539.8,0.0,0.75,0.09520000000000006,0
480,Mid-Market,4.569,2022-05-16,Electronics,Northeast,Contract,1192,9.0,8.0,1.035411111111111,1625.71,0.2222222222222222,0.8888888888888888,-0.021333333333333315,0
481,Mid-Market,2.903,2019-06-10,Retail,Southeast,Contract,2263,5.0,4.0,1.00792,484.34000000000003,0.4,0.8,0.0374000000000001,0
482,Mid-Market,4.242,2022-07-18,Pharma,Midwest,Contract,1129,8.0,8.0,0.9981625000000001,1733.7900000000002,0.375,1.0,0.04513333333333347,0
483,SMB,5.765,2021-05-02,Electronics,Midwest,Spot,1571,4.0,2.0,0.9995499999999999,211.92000000000002,0.5,0.5,-0.22649999999999992,0
484,Mid-Market,4.651,2023-09-17,Apparel,West,Contract,703,14.0,14.0,0.9917071428571429,2006.91,0.2857142857142857,1.0,-0.06684999999999997,0
485,Enterprise,2.232,2024-11-14,Electronics,West,Contract,279,15.0,15.0,1.0471933333333334,2533.6200000000003,0.4666666666666667,1.0,0.15148333333333341,0
486,Mid-Market,4.347,2022-04-05,Industrial,Northeast,Contract,1233,13.0,12.0,0.9591307692307692,1425.4299999999998,0.0,0.9230769230769231,-0.00822142857142849,0
487,SMB,5.395,2023-04-12,Apparel,Northeast,Spot,861,5.0,4.0,0.94428,1671.75,0.0,0.8,-0.15505000000000002,0
488,Mid-Market,4.378,2023-01-01,Food & Beverage,Midwest,Spot,962,10.0,9.0,0.9772700000000001,1302.5000000000002,0.2,0.9,,0
490,SMB,6.805,2020-07-16,Apparel,Midwest,Contract,1861,5.0,5.0,0.97226,1013.69,0.0,1.0,-0.006199999999999983,0
491,SMB,4.931,2020-08-04,Pharma,Southeast,Spot,1842,5.0,5.0,0.98322,1109.1200000000001,0.4,1.0,-0.09855000000000014,0
492,SMB,6.374,2021-07-10,Pharma,West,Spot,1502,2.0,1.0,1.04095,53.46,0.5,0.5,,0
493,SMB,4.807,2023-11-29,Industrial,Northeast,Spot,630,6.0,6.0,0.9595833333333333,721.25,0.16666666666666666,1.0,,0
494,Mid-Market,5.039,2024-10-07,Electronics,Midwest,Contract,317,10.0,10.0,0.96624,1786.54,0.2,1.0,0.08824999999999994,0
495,SMB,6.536,2020-11-08,Food & Beverage,Northeast,Spot,1746,3.0,3.0,1.0135333333333332,683.47,0.3333333333333333,1.0,0.05819999999999992,0
496,SMB,4.614,2019-09-25,Electronics,Midwest,Spot,2156,4.0,4.0,0.98815,962.5699999999999,0.5,1.0,,0
497,SMB,7.235,2023-01-22,Pharma,Southeast,Spot,941,6.0,6.0,0.9454666666666668,567.14,0.16666666666666666,1.0,,0
498,SMB,7.054,2022-12-26,Industrial,West,Spot,968,8.0,7.0,0.9590125,1149.6799999999998,0.125,0.875,0.05063333333333331,0
499,Mid-Market,3.629,2021-07-01,Pharma,Northeast,Spot,1511,14.0,13.0,0.9864785714285714,1893.8400000000004,0.07142857142857142,0.9285714285714286,-0.00043999999999988493,0
500,SMB,8.89,2020-03-24,Manufacturing,Midwest,Spot,1975,10.0,10.0,0.98247,1754.8700000000001,0.4,1.0,0.048800000000000066,0
501,SMB,7.617,2024-08-31,Industrial,Northeast,Spot,354,3.0,1.0,1.0149333333333335,123.94,0.0,0.3333333333333333,,0
502,Occasional,7.223,2024-08-23,Automotive,West,Spot,362,1.0,1.0,0.8713,135.31,1.0,1.0,,0
503,Occasional,7.645,2023-12-26,Food & Beverage,Northeast,Spot,603,6.0,5.0,0.9332833333333334,549.24,0.3333333333333333,0.8333333333333334,-0.04409999999999992,1
504,SMB,6.093,2022-11-10,Manufacturing,Northeast,Spot,1014,4.0,4.0,0.9927750000000001,435.24,0.5,1.0,0.1195666666666666,0
505,SMB,7.582,2020-09-28,Food & Beverage,West,Contract,1787,5.0,4.0,0.86862,894.1999999999999,0.2,0.8,,0
506,SMB,4.923,2021-09-08,Automotive,Northeast,Contract,1442,11.0,10.0,0.9562090909090909,1223.01,0.45454545454545453,0.9090909090909091,-0.0010999999999999899,0
507,Mid-Market,3.135,2019-06-16,Pharma,Northeast,Spot,2257,7.0,7.0,0.9901428571428571,656.31,0.42857142857142855,1.0,0.0569333333333335,0
508,Occasional,8.393,2020-08-31,Manufacturing,West,Spot,1815,1.0,1.0,0.9553,50.23,0.0,1.0,,1
509,SMB,5.445,2022-01-01,Manufacturing,West,Spot,1327,5.0,5.0,1.01376,768.82,0.6,1.0,0.03475000000000006,0
510,Mid-Market,4.287,2021-11-29,Industrial,West,Contract,1360,16.0,15.0,0.98799375,1691.25,0.25,0.9375,0.06146666666666667,0
511,Enterprise,2.614,2019-07-15,Food & Beverage,Southeast,Contract,2228,19.0,17.0,1.0555684210526317,6025.94,0.3684210526315789,0.8947368421052632,,0
513,Enterprise,1.8,2020-10-15,Electronics,West,Contract,1770,12.0,11.0,1.0318916666666667,2183.8500000000004,0.25,0.9166666666666666,-0.05590000000000006,0
514,Mid-Market,5.288,2022-05-24,Retail,Northeast,Spot,1184,11.0,9.0,0.9806090909090909,1211.97,0.18181818181818182,0.8181818181818182,0.11885000000000001,0
515,Mid-Market,6.119,2022-02-06,Food & Beverage,West,Spot,1291,10.0,9.0,0.98062,1080.1,0.2,0.9,-0.02069999999999994,0
516,Mid-Market,5.304,2022-02-17,Apparel,Northeast,Spot,1280,12.0,12.0,1.0172916666666667,3639.7200000000007,0.5833333333333334,1.0,0.04732500000000006,0
517,Mid-Market,3.279,2024-08-19,Electronics,International,Spot,366,5.0,4.0,0.95618,993.72,0.0,0.8,-0.11269999999999991,0
518,SMB,7.0,2023-12-23,Pharma,Midwest,Spot,606,4.0,4.0,1.001875,474.83,1.0,1.0,,0
519,Enterprise,3.305,2024-10-13,Food & Beverage,Midwest,Contract,311,11.0,11.0,1.0175,1677.5699999999997,0.45454545454545453,1.0,-0.03302500000000008,0
520,SMB,4.01,2021-07-11,Electronics,Midwest,Spot,1501,5.0,4.0,1.0261200000000001,383.78999999999996,0.6,0.8,,0
521,Occasional,8.468,2020-10-07,Electronics,Northeast,Spot,1778,2.0,2.0,0.9378,192.17000000000002,0.0,1.0,,0
522,Mid-Market,4.391,2021-11-06,Electronics,Southeast,Contract,1383,9.0,8.0,0.9556777777777776,1862.4700000000003,0.4444444444444444,0.8888888888888888,-0.015641666666666554,0
523,Mid-Market,4.831,2022-09-29,Electronics,West,Spot,1056,6.0,6.0,0.9643666666666667,926.16,0.3333333333333333,1.0,-0.13570000000000004,0
524,SMB,6.555,2021-03-31,Apparel,Midwest,Spot,1603,5.0,5.0,1.0002,1786.4,0.0,1.0,-0.04533333333333334,0
525,Mid-Market,4.76,2022-01-25,Electronics,Midwest,Spot,1303,8.0,8.0,1.0388375,1583.87,0.25,1.0,0.07967499999999994,0
526,Mid-Market,5.085,2020-01-03,Apparel,Northeast,Spot,2056,10.0,9.0,0.97699,3401.72,0.1,0.9,0.05070000000000008,0
527,Occasional,7.929,2022-11-22,Electronics,West,Spot,1002,1.0,1.0,1.0072,119.73,0.0,1.0,,0
528,Occasional,10.054,2023-10-05,Electronics,Southeast,Spot,685,3.0,3.0,0.9869666666666665,481.52,1.0,1.0,-0.03980000000000006,0
529,SMB,5.376,2022-07-07,Industrial,Northeast,Spot,1140,5.0,4.0,0.96196,493.85,0.0,0.8,-0.0131,0
530,Mid-Market,3.775,2024-10-26,Industrial,International,Spot,298,16.0,16.0,1.01050625,3284.98,0.25,1.0,0.040783333333333394,0
532,SMB,5.307,2025-01-14,Electronics,Midwest,Spot,218,5.0,3.0,0.9423199999999999,584.4,0.6,0.6,,0
533,Mid-Market,4.658,2019-08-15,Apparel,International,Contract,2197,11.0,9.0,0.9705909090909092,2241.03,0.0,0.8181818181818182,-0.005824999999999969,0
534,SMB,7.109,2024-11-14,Retail,Southeast,Spot,279,5.0,5.0,0.9764200000000001,1387.4,0.4,1.0,,0
535,Enterprise,2.259,2021-03-23,Food & Beverage,International,Contract,1611,18.0,18.0,1.056627777777778,2622.38,0.3888888888888889,1.0,0.06123333333333325,0
536,Mid-Market,4.978,2022-01-05,Pharma,West,Contract,1323,11.0,10.0,0.9720545454545455,1833.95,0.2727272727272727,0.9090909090909091,0.006099999999999994,0
537,SMB,6.623,2021-09-30,Apparel,Midwest,Contract,1420,6.0,5.0,0.97385,614.7,0.0,0.8333333333333334,0.004449999999999954,0
538,Mid-Market,5.343,2020-11-22,Retail,Northeast,Spot,1732,10.0,10.0,0.9714,1673.04,0.1,1.0,-0.06149999999999989,0
539,Mid-Market,3.875,2024-11-06,Retail,Northeast,Contract,287,6.0,6.0,0.9895999999999999,1418.12,0.16666666666666666,1.0,,0
540,Occasional,9.364,2023-04-03,Electronics,Southeast,Spot,870,3.0,3.0,0.9935333333333333,635.6,0.6666666666666666,1.0,,0
542,SMB,8.28,2025-05-13,Pharma,Northeast,Spot,99,4.0,4.0,0.96355,672.91,0.25,1.0,,0
543,Occasional,9.744,2021-10-19,Industrial,Midwest,Spot,1401,1.0,1.0,1.0083,115.8,0.0,1.0,,1
544,Occasional,9.957,2023-11-06,Electronics,West,Spot,653,3.0,2.0,0.9139666666666667,571.2,0.0,0.6666666666666666,,1
545,Mid-Market,4.289,2022-05-08,Food & Beverage,Northeast,Spot,1200,13.0,13.0,1.0027076923076923,2509.21,0.15384615384615385,1.0,-0.05793333333333339,0
546,SMB,6.608,2022-04-19,Manufacturing,West,Spot,1219,6.0,5.0,0.9899999999999999,1011.24,0.3333333333333333,0.8333333333333334,-0.015600000000000058,0
547,Mid-Market,2.167,2023-12-07,Retail,International,Spot,622,10.0,10.0,0.94263,1484.2500000000002,0.2,1.0,0.03825999999999985,0
548,Mid-Market,4.041,2023-08-05,Apparel,West,Spot,746,12.0,12.0,0.9836666666666667,1354.1899999999998,0.4166666666666667,1.0,-0.06510499999999997,0
550,SMB,6.304,2024-02-25,Pharma,West,Spot,542,5.0,4.0,0.99502,478.65,0.2,0.8,0.08560000000000001,1
551,SMB,4.987,2023-02-23,Apparel,Northeast,Spot,909,3.0,2.0,0.9853333333333333,226.05,0.3333333333333333,0.6666666666666666,,0
552,Mid-Market,4.128,2025-02-16,Automotive,Southeast,Contract,185,2.0,2.0,0.9937499999999999,281.25,0.0,1.0,,0
553,Mid-Market,3.682,2019-09-07,Manufacturing,International,Contract,2174,13.0,13.0,1.0085692307692307,1991.3399999999997,0.0,1.0,0.018966666666666687,0
555,Enterprise,3.616,2021-08-13,Industrial,West,Contract,1468,19.0,19.0,1.0336315789473685,5090.569999999999,0.3684210526315789,1.0,0.012341666666666695,0
556,Mid-Market,4.749,2021-11-20,Food & Beverage,International,Spot,1369,6.0,6.0,1.00495,1795.97,0.16666666666666666,1.0,0.056400000000000006,0
557,Mid-Market,4.55,2024-03-18,Retail,Northeast,Spot,520,11.0,11.0,1.000118181818182,2472.47,0.18181818181818182,1.0,0.0008999999999999009,0
558,SMB,7.087,2020-10-28,Electronics,Southeast,Spot,1757,6.0,6.0,0.9666166666666666,781.1000000000001,0.16666666666666666,1.0,,0
559,SMB,7.308,2024-11-21,Automotive,Midwest,Contract,272,4.0,3.0,1.003475,820.75,0.25,0.75,,0
560,SMB,9.563,2022-05-02,Automotive,Northeast,Spot,1206,6.0,6.0,1.0038,904.76,0.0,1.0,-0.04917500000000019,0
561,Mid-Market,2.567,2021-04-29,Electronics,Midwest,Contract,1574,6.0,5.0,0.95605,1277.94,0.3333333333333333,0.8333333333333334,,0
562,Mid-Market,4.794,2021-03-10,Manufacturing,West,Spot,1624,9.0,9.0,1.036488888888889,1603.9699999999998,0.3333333333333333,1.0,0.05469999999999997,0
563,Occasional,8.011,2021-10-21,Electronics,Midwest,Spot,1399,2.0,2.0,0.88145,224.66,0.5,1.0,,0
564,SMB,5.854,2025-04-14,Manufacturing,Southeast,Spot,128,3.0,3.0,0.9725,266.98,0.3333333333333333,1.0,,0
565,SMB,6.279,2019-09-07,Apparel,West,Spot,2174,2.0,2.0,0.99265,242.45999999999998,1.0,1.0,,0
566,SMB,5.909,2022-05-21,Automotive,Northeast,Spot,1187,5.0,4.0,1.00776,705.34,0.2,0.8,,0
567,SMB,6.855,2024-07-26,Retail,West,Spot,390,4.0,3.0,0.952975,328.35,0.0,0.75,-0.04423333333333346,0
568,Enterprise,2.584,2022-02-23,Apparel,Northeast,Contract,1274,21.0,21.0,1.0423952380952382,4788.89,0.19047619047619047,1.0,-0.024185000000000123,0
569,Mid-Market,3.765,2022-10-10,Automotive,West,Contract,1045,11.0,11.0,0.9799,2186.8199999999997,0.0,1.0,0.0054833333333333956,0
570,SMB,7.058,2021-04-27,Pharma,Midwest,Spot,1576,3.0,3.0,1.0306333333333333,201.32,0.6666666666666666,1.0,,0
571,Mid-Market,5.037,2019-11-28,Automotive,Southeast,Contract,2092,13.0,12.0,0.981223076923077,2130.6000000000004,0.23076923076923078,0.9230769230769231,-0.05331428571428576,0
573,SMB,6.536,2025-02-18,Apparel,Northeast,Contract,183,5.0,5.0,0.9570000000000001,1192.69,0.2,1.0,,0
574,SMB,7.904,2022-06-20,Manufacturing,Southeast,Spot,1157,3.0,3.0,0.9653,512.84,0.3333333333333333,1.0,,0
575,Occasional,7.055,2021-11-18,Industrial,West,Spot,1371,2.0,1.0,0.9236,35.44,0.0,0.5,,0
576,SMB,5.86,2019-11-11,Food & Beverage,West,Spot,2109,3.0,2.0,1.0088666666666668,92.8,0.3333333333333333,0.6666666666666666,,0
577,Occasional,7.612,2025-04-19,Retail,Northeast,Spot,123,2.0,2.0,1.01425,190.48000000000002,0.0,1.0,,0
578,SMB,7.783,2024-10-17,Apparel,West,Spot,307,10.0,9.0,0.98627,2473.63,0.2,0.9,,0
579,Occasional,8.919,2025-01-05,Apparel,West,Spot,227,3.0,3.0,0.9392,339.21000000000004,0.0,1.0,,1
580,Mid-Market,3.446,2021-05-24,Food & Beverage,West,Contract,1549,14.0,13.0,0.9538428571428571,3842.9100000000003,0.2857142857142857,0.9285714285714286,-0.03629333333333329,0
581,SMB,7.246,2023-03-03,Electronics,Southeast,Contract,901,3.0,3.0,0.916,317.48,0.3333333333333333,1.0,,0
582,SMB,6.586,2021-11-19,Retail,Northeast,Spot,1370,8.0,6.0,1.018925,715.5999999999999,0.25,0.75,-0.010099999999999998,0
583,Mid-Market,4.627,2020-07-25,Industrial,International,Spot,1852,11.0,11.0,0.9805272727272727,3079.6099999999997,0.36363636363636365,1.0,0.03916666666666657,0
584,Mid-Market,4.345,2020-05-15,Manufacturing,Southeast,Contract,1923,12.0,12.0,0.9759083333333334,2019.8600000000001,0.3333333333333333,1.0,-0.03808333333333347,0
585,Occasional,7.287,2021-07-23,Automotive,Southeast,Spot,1489,2.0,1.0,0.9585,61.31,0.0,0.5,0.04499999999999993,1
586,SMB,6.222,2022-09-09,Pharma,West,Spot,1076,3.0,2.0,0.9503666666666666,149.54,0.0,0.6666666666666666,-0.028999999999999915,1
587,Mid-Market,4.873,2019-10-25,Apparel,Southeast,Spot,2126,9.0,9.0,0.9901666666666666,2109.85,0.2222222222222222,1.0,0.06945000000000001,0
588,Mid-Market,4.712,2023-09-06,Apparel,West,Spot,714,13.0,13.0,0.9693384615384615,3315.07,0.15384615384615385,1.0,0.011370000000000102,0
589,Mid-Market,4.37,2022-01-19,Automotive,Northeast,Contract,1309,7.0,7.0,1.0050857142857144,1134.3,0.14285714285714285,1.0,0.16599999999999993,0
590,Enterprise,3.114,2024-11-15,Retail,West,Contract,278,14.0,14.0,1.0553428571428571,2560.5,0.42857142857142855,1.0,,0
591,Occasional,7.978,2020-11-09,Industrial,International,Spot,1745,2.0,2.0,0.9935,396.29,0.5,1.0,,1
592,SMB,9.512,2019-05-06,Retail,International,Spot,2298,3.0,2.0,0.9664666666666667,178.25,0.0,0.6666666666666666,-0.09229999999999994,0
593,Mid-Market,3.217,2021-01-29,Industrial,International,Contract,1664,10.0,10.0,0.9688800000000001,1186.6,0.3,1.0,0.11830000000000007,0
595,Enterprise,2.573,2021-02-23,Automotive,Southeast,Contract,1639,19.0,19.0,1.0288842105263158,4357.700000000001,0.15789473684210525,1.0,0.032399999999999984,0
596,Mid-Market,3.271,2023-09-10,Retail,International,Spot,710,13.0,12.0,0.9841307692307691,2254.37,0.15384615384615385,0.9230769230769231,-0.06064999999999998,0
597,SMB,6.958,2024-08-15,Food & Beverage,International,Contract,370,3.0,2.0,0.9459,332.58000000000004,0.3333333333333333,0.6666666666666666,,0
598,SMB,5.7,2020-11-23,Pharma,Midwest,Spot,1731,1.0,1.0,0.9623,41.57,0.0,1.0,,0
599,Occasional,6.839,2023-04-14,Industrial,Southeast,Spot,859,1.0,1.0,0.9693,136.74,0.0,1.0,,0
600,SMB,8.743,2020-05-12,Retail,Northeast,Contract,1926,2.0,2.0,1.0383,256.33000000000004,0.0,1.0,,0
601,SMB,7.664,2021-05-31,Retail,Midwest,Contract,1542,5.0,5.0,0.96132,915.27,0.2,1.0,,0
602,SMB,5.786,2020-12-21,Apparel,West,Spot,1703,5.0,5.0,1.00788,1052.41,0.2,1.0,0.036799999999999944,0
604,SMB,7.215,2024-11-02,Automotive,Southeast,Spot,291,3.0,3.0,0.9321999999999999,139.62,0.0,1.0,-0.0514,0
606,SMB,6.909,2020-12-10,Industrial,Northeast,Spot,1714,8.0,7.0,0.9967874999999999,1343.62,0.375,0.875,0.12463333333333326,0
607,Occasional,9.444,2024-06-21,Pharma,International,Contract,425,4.0,2.0,0.95855,173.31,0.5,0.5,0.10526666666666673,1
608,Mid-Market,4.075,2022-01-31,Industrial,Southeast,Contract,1297,5.0,5.0,1.00916,595.6400000000001,0.2,1.0,0.01629999999999998,0
609,SMB,5.98,2022-06-03,Manufacturing,Northeast,Contract,1174,2.0,2.0,0.9685,158.92,0.0,1.0,,1
610,SMB,7.51,2023-09-15,Electronics,Northeast,Spot,705,4.0,4.0,0.9555,1093.61,0.0,1.0,,0
611,SMB,7.067,2019-12-02,Food & Beverage,West,Spot,2088,4.0,3.0,0.92215,386.61999999999995,0.25,0.75,,0
612,SMB,6.859,2024-10-24,Retail,West,Spot,300,6.0,6.0,0.9737,1357.1,0.3333333333333333,1.0,,0
613,Occasional,8.82,2021-06-08,Retail,Northeast,Spot,1534,2.0,1.0,0.9836,62.39,0.5,0.5,,1
614,Occasional,6.334,2023-05-23,Electronics,Northeast,Spot,820,3.0,3.0,0.9954666666666666,347.19,0.0,1.0,,0
615,Mid-Market,4.593,2021-11-18,Apparel,Southeast,Contract,1371,8.0,8.0,0.9474125,2622.04,0.5,1.0,0.12550000000000006,0
616,SMB,6.55,2024-01-08,Apparel,Northeast,Spot,590,3.0,2.0,0.9867333333333334,275.99,0.3333333333333333,0.6666666666666666,,0
617,SMB,7.117,2023-01-29,Retail,West,Spot,934,2.0,2.0,0.9309499999999999,210.28,0.5,1.0,0.02650000000000008,0
618,Mid-Market,4.053,2020-02-27,Retail,Northeast,Contract,2001,5.0,5.0,0.9671600000000001,1079.3400000000001,0.4,1.0,0.0363,0
619,Mid-Market,5.163,2020-04-02,Apparel,Midwest,Contract,1966,13.0,13.0,0.9649846153846154,2926.17,0.38461538461538464,1.0,-0.015000000000000124,0
620,Enterprise,2.585,2024-11-06,Electronics,Southeast,Contract,287,12.0,12.0,1.021,1913.1999999999994,0.3333333333333333,1.0,-0.07723333333333315,0
621,SMB,6.875,2022-06-19,Automotive,Midwest,Spot,1158,4.0,4.0,0.9808250000000001,294.81,0.75,1.0,-0.17410000000000003,1
622,SMB,6.671,2020-11-02,Electronics,Southeast,Spot,1752,6.0,4.0,0.9933333333333333,357.19,0.3333333333333333,0.6666666666666666,0.06884999999999986,0
623,Occasional,7.808,2019-12-15,Electronics,Northeast,Spot,2075,6.0,5.0,0.9661333333333334,603.91,0.16666666666666666,0.8333333333333334,-0.20719999999999994,1
624,SMB,5.831,2019-11-09,Manufacturing,Northeast,Spot,2111,11.0,10.0,0.9603363636363637,1410.7800000000002,0.18181818181818182,0.9090909090909091,-0.02390833333333331,0
625,Occasional,8.148,2025-02-17,Electronics,Northeast,Spot,184,1.0,1.0,0.9124,334.07,0.0,1.0,,0
627,SMB,8.633,2021-08-16,Food & Beverage,International,Spot,1465,10.0,10.0,0.97133,1868.49,0.1,1.0,-0.02180000000000004,0
628,Mid-Market,3.731,2020-05-05,Apparel,Southeast,Spot,1933,6.0,6.0,0.9781666666666666,2123.79,0.16666666666666666,1.0,-0.025000000000000022,0
629,SMB,5.339,2021-10-16,Retail,Southeast,Spot,1404,3.0,3.0,0.9978999999999999,299.46000000000004,0.0,1.0,,0
630,SMB,7.113,2019-11-29,Pharma,Northeast,Spot,2091,4.0,4.0,0.986375,561.16,0.0,1.0,-0.12034999999999996,0
631,Occasional,8.155,2022-08-31,Food & Beverage,West,Spot,1085,1.0,1.0,0.9233,125.06,0.0,1.0,,1
632,SMB,6.216,2023-03-05,Industrial,International,Contract,899,6.0,5.0,0.9870166666666665,1447.9700000000003,0.16666666666666666,0.8333333333333334,,0
634,Mid-Market,4.35,2021-02-15,Retail,Midwest,Contract,1647,8.0,7.0,0.9999125,1069.3000000000002,0.375,0.875,0.016699999999999826,0
635,Enterprise,2.66,2020-04-26,Apparel,West,Contract,1942,16.0,15.0,1.03255625,4254.34,0.0625,0.9375,-0.05042499999999972,0
636,Mid-Market,4.803,2019-11-21,Manufacturing,Southeast,Contract,2099,7.0,5.0,0.9977428571428572,779.5,0.2857142857142857,0.7142857142857143,,0
637,SMB,8.711,2021-07-07,Industrial,West,Spot,1505,5.0,4.0,0.95992,362.47999999999996,0.2,0.8,-0.031299999999999994,0
638,SMB,5.516,2023-01-03,Food & Beverage,West,Spot,960,3.0,2.0,0.9664333333333334,114.86,0.3333333333333333,0.6666666666666666,,0
639,SMB,5.718,2019-06-12,Automotive,Northeast,Contract,2261,7.0,7.0,0.9227285714285715,2097.08,0.0,1.0,-0.057666666666666644,0
640,Occasional,8.92,2024-01-23,Apparel,Midwest,Spot,575,3.0,2.0,1.0157,307.19,0.3333333333333333,0.6666666666666666,-0.0010999999999998789,0
641,SMB,5.436,2022-01-25,Food & Beverage,Southeast,Spot,1303,3.0,3.0,0.9350666666666667,279.40000000000003,0.3333333333333333,1.0,-0.08079999999999998,0
642,SMB,6.988,2024-04-15,Pharma,Northeast,Spot,492,6.0,5.0,0.9828,1304.54,0.3333333333333333,0.8333333333333334,,0
643,Enterprise,2.759,2022-02-02,Manufacturing,West,Contract,1295,18.0,18.0,1.0293777777777777,5552.7300000000005,0.2222222222222222,1.0,0.04644999999999988,0
644,Mid-Market,4.892,2020-01-14,Retail,Northeast,Contract,2045,13.0,13.0,1.0016615384615384,1484.5199999999998,0.15384615384615385,1.0,,0
645,SMB,4.952,2019-02-22,Automotive,West,Spot,2371,5.0,5.0,0.9724,1164.08,0.4,1.0,,1
646,Occasional,11.081,2022-09-17,Industrial,International,Spot,1068,4.0,3.0,0.9313750000000001,205.56,0.5,0.75,-0.005099999999999993,0
647,Enterprise,2.208,2022-08-06,Automotive,Midwest,Contract,1110,15.0,15.0,1.0156466666666666,3808.7900000000004,0.26666666666666666,1.0,0.010270000000000001,0
648,SMB,6.026,2024-06-04,Electronics,Southeast,Spot,442,4.0,3.0,0.928025,604.99,0.25,0.75,-0.03970000000000007,0
649,SMB,4.017,2024-11-06,Electronics,Midwest,Contract,287,5.0,3.0,1.00988,416.92,0.0,0.6,0.04315000000000013,1
650,Enterprise,2.537,2020-01-28,Electronics,West,Contract,2031,18.0,18.0,1.021938888888889,4169.78,0.2222222222222222,1.0,-0.03245000000000009,0
651,Mid-Market,6.291,2021-02-05,Apparel,Southeast,Spot,1657,10.0,10.0,0.9904999999999999,2062.77,0.2,1.0,-0.04685000000000006,0
652,Occasional,10.099,2020-05-20,Pharma,Southeast,Spot,1918,3.0,3.0,0.9830666666666668,521.89,0.0,1.0,,1
653,SMB,6.889,2019-09-17,Automotive,Midwest,Spot,2164,5.0,5.0,0.9858,601.3399999999999,0.0,1.0,,0
654,Mid-Market,3.998,2019-01-06,Industrial,International,Spot,2418,12.0,11.0,1.0067333333333333,2285.21,0.16666666666666666,0.9166666666666666,0.0816583333333335,0
655,Occasional,7.22,2019-07-20,Food & Beverage,Southeast,Spot,2223,4.0,4.0,0.9152750000000001,1229.5500000000002,0.0,1.0,-0.11410000000000009,0
656,Mid-Market,4.534,2022-07-01,Apparel,Southeast,Contract,1146,14.0,13.0,0.9701714285714286,1441.58,0.14285714285714285,0.9285714285714286,-0.09425714285714293,0
657,Occasional,9.885,2020-01-05,Pharma,International,Spot,2054,3.0,3.0,0.9042,124.28999999999999,0.0,1.0,,0
658,Mid-Market,4.984,2020-04-19,Industrial,Northeast,Spot,1949,6.0,6.0,1.0021,1310.93,0.16666666666666666,1.0,0.09966666666666657,0
659,SMB,6.0,2019-10-14,Electronics,Northeast,Spot,2137,6.0,5.0,0.9751500000000001,606.3499999999999,0.16666666666666666,0.8333333333333334,,0
