customer_id,true_segment,true_beta,signup_date,industry,region,contract_type
438,SMB,6.501,2019-11-17,Apparel,West,Spot
439,SMB,8.124,2019-10-03,Manufacturing,Northeast,Spot
440,SMB,5.96,2024-04-22,Apparel,International,Spot
441,Occasional,8.826,2021-02-08,Retail,West,Spot
442,Mid-Market,4.454,2024-05-12,Manufacturing,Southeast,Contract
443,SMB,6.894,2025-03-26,Industrial,Southeast,Contract
444,Mid-Market,3.997,2023-04-19,Industrial,Northeast,Contract
445,Mid-Market,5.622,2024-02-05,Retail,International,Contract
446,SMB,6.533,2020-11-10,Food & Beverage,Midwest,Spot
447,Occasional,11.067,2021-11-24,Retail,Northeast,Spot
448,SMB,4.563,2025-06-08,Electronics,Midwest,Spot
449,Enterprise,2.586,2024-06-12,Industrial,Northeast,Contract
450,SMB,8.314,2020-05-12,Manufacturing,Midwest,Contract
451,Enterprise,2.752,2025-03-29,Apparel,Midwest,Contract
452,Occasional,10.092,2022-05-01,Automotive,Northeast,Contract
453,SMB,6.438,2024-08-16,Industrial,West,Spot
454,Mid-Market,5.297,2022-06-23,Electronics,Southeast,Contract
455,Mid-Market,3.154,2023-01-10,Apparel,Midwest,Contract
456,Mid-Market,4.318,2020-01-30,Food & Beverage,Midwest,Spot
457,Occasional,10.073,2021-04-04,Retail,International,Spot
458,SMB,7.496,2023-10-26,Manufacturing,Midwest,Spot
459,SMB,5.698,2024-08-13,Apparel,International,Spot
460,SMB,6.402,2019-08-05,Apparel,Southeast,Spot
461,SMB,5.56,2019-07-07,Pharma,West,Spot
462,Mid-Market,4.749,2023-08-15,Automotive,Northeast,Contract
463,Occasional,11.854,2021-12-24,Apparel,West,Spot
464,Mid-Market,5.301,2024-08-28,Electronics,Northeast,Spot
465,SMB,8.083,2019-06-16,Electronics,International,Spot
466,SMB,6.974,2021-04-30,Industrial,International,Spot
467,SMB,7.04,2019-03-28,Industrial,Southeast,Contract
468,Occasional,7.674,2023-09-24,Retail,Midwest,Spot
469,Mid-Market,5.419,2024-09-19,Automotive,Midwest,Contract
470,SMB,8.23,2020-01-17,Manufacturing,Southeast,Spot
471,Mid-Market,4.856,2021-02-27,Automotive,West,Spot
472,SMB,7.988,2024-08-21,Pharma,West,Contract
473,Mid-Market,5.127,2019-04-11,Apparel,Midwest,Contract
474,Mid-Market,4.658,2025-05-07,Apparel,Northeast,Contract
475,Mid-Market,3.994,2024-11-29,Pharma,International,Contract
476,Mid-Market,4.365,2020-01-07,Electronics,Northeast,Contract
477,Mid-Market,4.617,2019-12-05,Automotive,Midwest,Spot
478,SMB,7.518,2023-08-12,Pharma,Northeast,Spot
479,SMB,4.894,2019-01-25,Pharma,Northeast,Spot
480,Mid-Market,4.569,2022-05-16,Electronics,Northeast,Contract
481,Mid-Market,2.903,2019-06-10,Retail,Southeast,Contract
482,Mid-Market,4.242,2022-07-18,Pharma,Midwest,Contract
483,SMB,5.765,2021-05-02,Electronics,Midwest,Spot
484,Mid-Market,4.651,2023-09-17,Apparel,West,Contract
485,Enterprise,2.232,2024-11-14,Electronics,West,Contract
486,Mid-Market,4.347,2022-04-05,Industrial,Northeast,Contract
487,SMB,5.395,2023-04-12,Apparel,Northeast,Spot
488,Mid-Market,4.378,2023-01-01,Food & Beverage,Midwest,Spot
489,SMB,7.473,2025-07-26,Apparel,Midwest,Spot
490,SMB,6.805,2020-07-16,Apparel,Midwest,Contract
491,SMB,4.931,2020-08-04,Pharma,Southeast,Spot
492,SMB,6.374,2021-07-10,Pharma,West,Spot
493,SMB,4.807,2023-11-29,Industrial,Northeast,Spot
494,Mid-Market,5.039,2024-10-07,Electronics,Midwest,Contract
495,SMB,6.536,2020-11-08,Food & Beverage,Northeast,Spot
496,SMB,4.614,2019-09-25,Electronics,Midwest,Spot
497,SMB,7.235,2023-01-22,Pharma,Southeast,Spot
498,SMB,7.054,2022-12-26,Industrial,West,Spot
499,Mid-Market,3.629,2021-07-01,Pharma,Northeast,Spot
500,SMB,8.89,2020-03-24,Manufacturing,Midwest,Spot
501,SMB,7.617,2024-08-31,Industrial,Northeast,Spot
502,Occasional,7.223,2024-08-23,Automotive,West,Spot
503,Occasional,7.645,2023-12-26,Food & Beverage,Northeast,Spot
504,SMB,6.093,2022-11-10,Manufacturing,Northeast,Spot
505,SMB,7.582,2020-09-28,Food & Beverage,West,Contract
506,SMB,4.923,2021-09-08,Automotive,Northeast,Contract
507,Mid-Market,3.135,2019-06-16,Pharma,Northeast,Spot
508,Occasional,8.393,2020-08-31,Manufacturing,West,Spot
509,SMB,5.445,2022-01-01,Manufacturing,West,Spot
510,Mid-Market,4.287,2021-11-29,Industrial,West,Contract
511,Enterprise,2.614,2019-07-15,Food & Beverage,Southeast,Contract
512,Occasional,5.033,2025-05-20,Apparel,Midwest,Spot
513,Enterprise,1.8,2020-10-15,Electronics,West,Contract
514,Mid-Market,5.288,2022-05-24,Retail,Northeast,Spot
515,Mid-Market,6.119,2022-02-06,Food & Beverage,West,Spot
516,Mid-Market,5.304,2022-02-17,Apparel,Northeast,Spot
517,Mid-Market,3.279,2024-08-19,Electronics,International,Spot
518,SMB,7.0,2023-12-23,Pharma,Midwest,Spot
519,Enterprise,3.305,2024-10-13,Food & Beverage,Midwest,Contract
520,SMB,4.01,2021-07-11,Electronics,Midwest,Spot
521,Occasional,8.468,2020-10-07,Electronics,Northeast,Spot
522,Mid-Market,4.391,2021-11-06,Electronics,Southeast,Contract
523,Mid-Market,4.831,2022-09-29,Electronics,West,Spot
524,SMB,6.555,2021-03-31,Apparel,Midwest,Spot
525,Mid-Market,4.76,2022-01-25,Electronics,Midwest,Spot
526,Mid-Market,5.085,2020-01-03,Apparel,Northeast,Spot
527,Occasional,7.929,2022-11-22,Electronics,West,Spot
528,Occasional,10.054,2023-10-05,Electronics,Southeast,Spot
529,SMB,5.376,2022-07-07,Industrial,Northeast,Spot
530,Mid-Market,3.775,2024-10-26,Industrial,International,Spot
531,SMB,6.722,2025-08-21,Food & Beverage,Midwest,Spot
532,SMB,5.307,2025-01-14,Electronics,Midwest,Spot
533,Mid-Market,4.658,2019-08-15,Apparel,International,Contract
534,SMB,7.109,2024-11-14,Retail,Southeast,Spot
535,Enterprise,2.259,2021-03-23,Food & Beverage,International,Contract
536,Mid-Market,4.978,2022-01-05,Pharma,West,Contract
537,SMB,6.623,2021-09-30,Apparel,Midwest,Contract
538,Mid-Market,5.343,2020-11-22,Retail,Northeast,Spot
539,Mid-Market,3.875,2024-11-06,Retail,Northeast,Contract
540,Occasional,9.364,2023-04-03,Electronics,Southeast,Spot
541,Occasional,7.839,2025-06-12,Retail,Northeast,Spot
542,SMB,8.28,2025-05-13,Pharma,Northeast,Spot
543,Occasional,9.744,2021-10-19,Industrial,Midwest,Spot
544,Occasional,9.957,2023-11-06,Electronics,West,Spot
545,Mid-Market,4.289,2022-05-08,Food & Beverage,Northeast,Spot
546,SMB,6.608,2022-04-19,Manufacturing,West,Spot
547,Mid-Market,2.167,2023-12-07,Retail,International,Spot
548,Mid-Market,4.041,2023-08-05,Apparel,West,Spot
549,SMB,5.678,2025-01-29,Electronics,West,Spot
550,SMB,6.304,2024-02-25,Pharma,West,Spot
551,SMB,4.987,2023-02-23,Apparel,Northeast,Spot
552,Mid-Market,4.128,2025-02-16,Automotive,Southeast,Contract
553,Mid-Market,3.682,2019-09-07,Manufacturing,International,Contract
554,Occasional,7.57,2024-02-02,Pharma,West,Spot
555,Enterprise,3.616,2021-08-13,Industrial,West,Contract
556,Mid-Market,4.749,2021-11-20,Food & Beverage,International,Spot
557,Mid-Market,4.55,2024-03-18,Retail,Northeast,Spot
558,SMB,7.087,2020-10-28,Electronics,Southeast,Spot
559,SMB,7.308,2024-11-21,Automotive,Midwest,Contract
560,SMB,9.563,2022-05-02,Automotive,Northeast,Spot
561,Mid-Market,2.567,2021-04-29,Electronics,Midwest,Contract
562,Mid-Market,4.794,2021-03-10,Manufacturing,West,Spot
563,Occasional,8.011,2021-10-21,Electronics,Midwest,Spot
564,SMB,5.854,2025-04-14,Manufacturing,Southeast,Spot
565,SMB,6.279,2019-09-07,Apparel,West,Spot
566,SMB,5.909,2022-05-21,Automotive,Northeast,Spot
567,SMB,6.855,2024-07-26,Retail,West,Spot
568,Enterprise,2.584,2022-02-23,Apparel,Northeast,Contract
569,Mid-Market,3.765,2022-10-10,Automotive,West,Contract
570,SMB,7.058,2021-04-27,Pharma,Midwest,Spot
571,Mid-Market,5.037,2019-11-28,Automotive,Southeast,Contract
572,Occasional,5.239,2023-04-06,Retail,Midwest,Spot
573,SMB,6.536,2025-02-18,Apparel,Northeast,Contract
574,SMB,7.904,2022-06-20,Manufacturing,Southeast,Spot
575,Occasional,7.055,2021-11-18,Industrial,West,Spot
576,SMB,5.86,2019-11-11,Food & Beverage,West,Spot
577,Occasional,7.612,2025-04-19,Retail,Northeast,Spot
578,SMB,7.783,2024-10-17,Apparel,West,Spot
579,Occasional,8.919,2025-01-05,Apparel,West,Spot
580,Mid-Market,3.446,2021-05-24,Food & Beverage,West,Contract
581,SMB,7.246,2023-03-03,Electronics,Southeast,Contract
582,SMB,6.586,2021-11-19,Retail,Northeast,Spot
583,Mid-Market,4.627,2020-07-25,Industrial,International,Spot
584,Mid-Market,4.345,2020-05-15,Manufacturing,Southeast,Contract
585,Occasional,7.287,2021-07-23,Automotive,Southeast,Spot
586,SMB,6.222,2022-09-09,Pharma,West,Spot
587,Mid-Market,4.873,2019-10-25,Apparel,Southeast,Spot
588,Mid-Market,4.712,2023-09-06,Apparel,West,Spot
589,Mid-Market,4.37,2022-01-19,Automotive,Northeast,Contract
590,Enterprise,3.114,2024-11-15,Retail,West,Contract
591,Occasional,7.978,2020-11-09,Industrial,International,Spot
592,SMB,9.512,2019-05-06,Retail,International,Spot
593,Mid-Market,3.217,2021-01-29,Industrial,International,Contract
594,SMB,5.62,2025-06-28,Electronics,West,Spot
595,Enterprise,2.573,2021-02-23,Automotive,Southeast,Contract
596,Mid-Market,3.271,2023-09-10,Retail,International,Spot
597,SMB,6.958,2024-08-15,Food & Beverage,International,Contract
598,SMB,5.7,2020-11-23,Pharma,Midwest,Spot
599,Occasional,6.839,2023-04-14,Industrial,Southeast,Spot
600,SMB,8.743,2020-05-12,Retail,Northeast,Contract
601,SMB,7.664,2021-05-31,Retail,Midwest,Contract
602,SMB,5.786,2020-12-21,Apparel,West,Spot
603,Occasional,9.074,2023-06-26,Retail,Southeast,Spot
604,SMB,7.215,2024-11-02,Automotive,Southeast,Spot
605,Occasional,9.481,2020-09-06,Retail,Midwest,Spot
606,SMB,6.909,2020-12-10,Industrial,Northeast,Spot
607,Occasional,9.444,2024-06-21,Pharma,International,Contract
608,Mid-Market,4.075,2022-01-31,Industrial,Southeast,Contract
609,SMB,5.98,2022-06-03,Manufacturing,Northeast,Contract
610,SMB,7.51,2023-09-15,Electronics,Northeast,Spot
611,SMB,7.067,2019-12-02,Food & Beverage,West,Spot
612,SMB,6.859,2024-10-24,Retail,West,Spot
613,Occasional,8.82,2021-06-08,Retail,Northeast,Spot
614,Occasional,6.334,2023-05-23,Electronics,Northeast,Spot
615,Mid-Market,4.593,2021-11-18,Apparel,Southeast,Contract
616,SMB,6.55,2024-01-08,Apparel,Northeast,Spot
617,SMB,7.117,2023-01-29,Retail,West,Spot
618,Mid-Market,4.053,2020-02-27,Retail,Northeast,Contract
619,Mid-Market,5.163,2020-04-02,Apparel,Midwest,Contract
620,Enterprise,2.585,2024-11-06,Electronics,Southeast,Contract
621,SMB,6.875,2022-06-19,Automotive,Midwest,Spot
622,SMB,6.671,2020-11-02,Electronics,Southeast,Spot
623,Occasional,7.808,2019-12-15,Electronics,Northeast,Spot
624,SMB,5.831,2019-11-09,Manufacturing,Northeast,Spot
625,Occasional,8.148,2025-02-17,Electronics,Northeast,Spot
626,Mid-Market,4.349,2025-07-05,Apparel,Northeast,Spot
627,SMB,8.633,2021-08-16,Food & Beverage,International,Spot
628,Mid-Market,3.731,2020-05-05,Apparel,Southeast,Spot
629,SMB,5.339,2021-10-16,Retail,Southeast,Spot
630,SMB,7.113,2019-11-29,Pharma,Northeast,Spot
631,Occasional,8.155,2022-08-31,Food & Beverage,West,Spot
632,SMB,6.216,2023-03-05,Industrial,International,Contract
633,Enterprise,2.308,2025-07-27,Food & Beverage,West,Contract
634,Mid-Market,4.35,2021-02-15,Retail,Midwest,Contract
635,Enterprise,2.66,2020-04-26,Apparel,West,Contract
636,Mid-Market,4.803,2019-11-21,Manufacturing,Southeast,Contract
637,SMB,8.711,2021-07-07,Industrial,West,Spot
638,SMB,5.516,2023-01-03,Food & Beverage,West,Spot
639,SMB,5.718,2019-06-12,Automotive,Northeast,Contract
640,Occasional,8.92,2024-01-23,Apparel,Midwest,Spot
641,SMB,5.436,2022-01-25,Food & Beverage,Southeast,Spot
642,SMB,6.988,2024-04-15,Pharma,Northeast,Spot
643,Enterprise,2.759,2022-02-02,Manufacturing,West,Contract
644,Mid-Market,4.892,2020-01-14,Retail,Northeast,Contract
645,SMB,4.952,2019-02-22,Automotive,West,Spot
646,Occasional,11.081,2022-09-17,Industrial,International,Spot
647,Enterprise,2.208,2022-08-06,Automotive,Midwest,Contract
648,SMB,6.026,2024-06-04,Electronics,Southeast,Spot
649,SMB,4.017,2024-11-06,Electronics,Midwest,Contract
650,Enterprise,2.537,2020-01-28,Electronics,West,Contract
651,Mid-Market,6.291,2021-02-05,Apparel,Southeast,Spot
652,Occasional,10.099,2020-05-20,Pharma,Southeast,Spot
653,SMB,6.889,2019-09-17,Automotive,Midwest,Spot
654,Mid-Market,3.998,2019-01-06,Industrial,International,Spot
655,Occasional,7.22,2019-07-20,Food & Beverage,Southeast,Spot
656,Mid-Market,4.534,2022-07-01,Apparel,Southeast,Contract
657,Occasional,9.885,2020-01-05,Pharma,International,Spot
658,Mid-Market,4.984,2020-04-19,Industrial,Northeast,Spot
659,SMB,6.0,2019-10-14,Electronics,Northeast,Spot
660,Mid-Market,4.579,2023-10-30,Manufacturing,Midwest,Spot
661,Mid-Market,4.149,2023-03-28,Food & Beverage,Northeast,Contract
662,Occasional,9.824,2025-05-31,Pharma,Northeast,Spot
663,Mid-Market,3.206,2019-09-29,Industrial,Midwest,Contract
664,Mid-Market,4.14,2020-05-23,Automotive,Midwest,Spot
665,Mid-Market,3.634,2022-01-14,Retail,Midwest,Spot
666,SMB,4.814,2023-04-30,Pharma,Southeast,Contract
667,SMB,7.903,2019-11-13,Manufacturing,Midwest,Spot
668,Occasional,7.51,2020-05-30,Electronics,Midwest,Spot
669,Mid-Market,3.046,2021-10-23,Industrial,West,Spot
670,Mid-Market,3.884,2019-02-13,Industrial,West,Contract
671,Mid-Market,3.658,2021-08-20,Manufacturing,West,Spot
672,SMB,5.031,2024-01-22,Manufacturing,West,Spot
673,Occasional,10.158,2022-07-06,Apparel,West,Spot
674,SMB,7.556,2021-11-22,Food & Beverage,Northeast,Spot
675,SMB,5.759,2022-04-03,Food & Beverage,International,Spot
676,Mid-Market,5.125,2025-04-24,Automotive,West,Contract
677,Occasional,8.543,2022-06-21,Industrial,Southeast,Spot
678,SMB,8.522,2022-07-24,Industrial,Northeast,Contract
679,Mid-Market,5.141,2025-03-16,Automotive,Midwest,Spot
680,Mid-Market,3.787,2020-01-19,Industrial,Southeast,Spot
681,Enterprise,2.295,2019-08-22,Apparel,West,Contract
682,Mid-Market,4.366,2021-12-31,Industrial,Midwest,Contract
683,Enterprise,3.75,2021-02-14,Pharma,Northeast,Contract
684,SMB,7.499,2020-05-09,Retail,Southeast,Spot
685,SMB,5.39,2019-10-18,Automotive,West,Spot
686,Mid-Market,2.928,2024-11-08,Industrial,Northeast,Spot
687,Mid-Market,4.155,2023-02-04,Electronics,West,Contract
688,Occasional,6.544,2023-08-10,Food & Beverage,Southeast,Spot
689,SMB,5.5,2019-10-15,Pharma,Southeast,Spot
690,SMB,7.327,2021-04-10,Apparel,Midwest,Contract
691,Mid-Market,4.959,2023-02-20,Apparel,Southeast,Contract
692,Occasional,9.528,2022-07-09,Food & Beverage,Midwest,Spot
693,Mid-Market,5.342,2023-08-20,Automotive,West,Spot
694,Mid-Market,3.958,2023-06-19,Automotive,Northeast,Contract
695,Occasional,9.147,2021-10-03,Industrial,Southeast,Spot
696,SMB,6.285,2024-03-21,Pharma,West,Spot
697,SMB,6.397,2020-09-24,Retail,West,Spot
698,SMB,8.127,2019-07-15,Automotive,Midwest,Contract
699,SMB,5.702,2025-02-02,Retail,West,Spot
700,Mid-Market,5.547,2019-02-24,Manufacturing,Northeast,Contract
701,Mid-Market,3.236,2020-11-21,Electronics,Northeast,Contract
702,Mid-Market,3.477,2019-10-06,Manufacturing,Midwest,Contract
703,Mid-Market,5.239,2020-07-18,Apparel,West,Contract
704,Occasional,8.436,2021-08-19,Food & Beverage,West,Spot
705,Mid-Market,6.104,2019-11-12,Manufacturing,Northeast,Contract
706,SMB,6.71,2022-02-10,Retail,Midwest,Spot
707,SMB,7.746,2025-03-08,Manufacturing,West,Spot
708,SMB,7.571,2019-11-29,Apparel,Northeast,Spot
709,SMB,6.408,2025-03-06,Automotive,Midwest,Spot
710,SMB,6.253,2021-09-28,Electronics,Midwest,Spot
711,Occasional,8.74,2022-12-13,Retail,Northeast,Spot
712,SMB,4.513,2021-12-11,Pharma,Southeast,Spot
713,SMB,5.333,2021-02-10,Automotive,Northeast,Spot
714,Occasional,7.649,2019-09-23,Retail,International,Spot
715,SMB,6.982,2022-12-15,Automotive,Northeast,Spot
716,Mid-Market,5.044,2025-02-10,Manufacturing,Northeast,Contract
717,SMB,6.435,2022-06-22,Electronics,Northeast,Spot
718,Mid-Market,4.564,2022-12-29,Pharma,Northeast,Contract
719,SMB,6.69,2023-04-17,Retail,Northeast,Contract
720,Occasional,9.776,2021-08-04,Electronics,Midwest,Spot
721,SMB,7.847,2019-10-21,Manufacturing,Northeast,Spot
722,SMB,5.175,2022-05-19,Manufacturing,Southeast,Contract
723,Enterprise,2.555,2024-10-16,Automotive,Northeast,Contract
724,Occasional,8.73,2021-02-04,Manufacturing,Southeast,Spot
725,Mid-Market,2.624,2024-10-23,Retail,Northeast,Spot
726,Enterprise,3.373,2024-09-11,Manufacturing,Midwest,Contract
727,Mid-Market,2.78,2020-08-19,Retail,West,Contract
728,Enterprise,2.502,2022-11-01,Pharma,West,Contract
729,SMB,6.317,2023-12-26,Industrial,Northeast,Spot
730,SMB,6.826,2022-04-20,Manufacturing,West,Spot
731,Mid-Market,4.716,2023-08-30,Apparel,West,Spot
732,Enterprise,2.73,2025-01-27,Electronics,Northeast,Spot
733,Mid-Market,4.278,2023-03-08,Retail,Southeast,Spot
734,Mid-Market,3.605,2024-08-02,Apparel,West,Contract
735,Enterprise,1.939,2024-05-04,Manufacturing,Southeast,Contract
736,SMB,5.755,2024-06-02,Pharma,Southeast,Spot
737,Mid-Market,4.659,2024-09-06,Pharma,Midwest,Contract
738,Mid-Market,4.704,2020-07-03,Pharma,Northeast,Contract
739,Mid-Market,5.45,2019-02-14,Manufacturing,International,Contract
740,Mid-Market,4.723,2020-01-08,Electronics,Northeast,Contract
741,Enterprise,2.376,2020-08-30,Apparel,Northeast,Spot
742,Mid-Market,5.706,2023-08-08,Industrial,Northeast,Spot
743,Occasional,9.066,2022-05-26,Retail,Southeast,Spot
744,Enterprise,2.705,2022-02-15,Food & Beverage,West,Contract
745,SMB,8.318,2019-01-23,Industrial,West,Contract
746,SMB,7.69,2023-07-23,Electronics,International,Spot
747,Mid-Market,4.607,2021-06-05,Food & Beverage,Midwest,Contract
748,SMB,6.948,2024-01-27,Industrial,Southeast,Spot
749,SMB,8.753,2019-10-02,Industrial,Southeast,Spot
750,Occasional,9.371,2020-12-20,Apparel,Northeast,Spot
751,Mid-Market,4.496,2019-05-14,Apparel,International,Spot
752,Mid-Market,5.558,2020-11-24,Pharma,Midwest,Contract
753,Mid-Market,3.719,2025-02-26,Electronics,Southeast,Spot
754,SMB,4.801,2022-04-10,Industrial,Midwest,Contract
755,SMB,6.591,2021-12-06,Retail,West,Spot
756,Mid-Market,7.133,2020-10-28,Retail,Northeast,Contract
757,Mid-Market,4.938,2020-10-06,Pharma,West,Contract
758,Occasional,6.953,2023-06-13,Automotive,West,Spot
759,Enterprise,3.393,2025-07-26,Automotive,West,Contract
760,SMB,7.04,2023-12-24,Apparel,Northeast,Contract
761,SMB,5.503,2023-11-30,Food & Beverage,Northeast,Spot
762,Mid-Market,4.943,2022-02-23,Electronics,Midwest,Contract
763,Enterprise,2.711,2019-08-29,Food & Beverage,West,Contract
764,Mid-Market,5.073,2023-10-29,Electronics,International,Spot
765,Occasional,7.369,2024-05-23,Food & Beverage,Midwest,Spot
766,Enterprise,3.292,2022-05-27,Retail,Northeast,Contract
767,Mid-Market,6.289,2019-08-11,Electronics,Northeast,Spot
768,Enterprise,2.92,2023-10-02,Industrial,Midwest,Contract
769,Mid-Market,5.313,2025-02-20,Apparel,Northeast,Contract
770,SMB,6.961,2020-07-01,Manufacturing,Midwest,Spot
771,Mid-Market,3.155,2020-01-24,Electronics,West,Contract
772,SMB,5.272,2023-12-05,Electronics,Southeast,Spot
773,SMB,7.429,2021-03-19,Electronics,Southeast,Contract
774,Occasional,5.264,2023-10-08,Apparel,Northeast,Spot
775,Enterprise,3.414,2023-09-09,Industrial,Southeast,Contract
776,Occasional,9.704,2020-10-11,Apparel,West,Spot
777,SMB,7.869,2019-04-13,Food & Beverage,Southeast,Contract
778,Mid-Market,5.863,2022-09-15,Manufacturing,Northeast,Contract
779,SMB,6.927,2021-09-19,Manufacturing,Northeast,Spot
780,Occasional,6.86,2024-09-13,Automotive,Northeast,Spot
781,Mid-Market,4.293,2021-05-21,Apparel,Midwest,Contract
782,Occasional,9.012,2020-08-30,Pharma,Midwest,Spot
783,SMB,4.377,2024-09-25,Pharma,Midwest,Spot
784,SMB,5.44,2023-11-28,Automotive,Midwest,Spot
785,Occasional,9.394,2023-02-14,Automotive,Northeast,Spot
786,Mid-Market,4.696,2025-05-11,Retail,Midwest,Spot
787,SMB,7.278,2024-03-21,Food & Beverage,Northeast,Spot
788,Mid-Market,3.449,2024-10-10,Retail,International,Contract
789,SMB,6.625,2024-04-29,Food & Beverage,Northeast,Spot
790,SMB,3.367,2021-09-04,Apparel,Southeast,Spot
791,Mid-Market,5.074,2019-06-01,Manufacturing,Northeast,Contract
792,Mid-Market,4.014,2023-01-18,Manufacturing,West,Spot
793,Mid-Market,4.69,2024-02-06,Food & Beverage,Northeast,Contract
794,Enterprise,2.57,2025-08-11,Pharma,International,Contract
795,Enterprise,3.795,2023-07-18,Apparel,Northeast,Spot
796,Mid-Market,4.344,2022-10-16,Retail,West,Contract
797,Enterprise,2.357,2022-11-02,Manufacturing,Midwest,Contract
798,Mid-Market,6.333,2019-10-08,Automotive,Southeast,Spot
799,SMB,8.091,2019-01-18,Apparel,Northeast,Spot
800,SMB,6.764,2019-04-21,Industrial,Southeast,Spot
801,SMB,5.617,2025-01-12,Automotive,West,Spot
802,Mid-Market,6.384,2024-04-08,Automotive,West,Contract
803,Occasional,9.764,2020-09-25,Pharma,Northeast,Spot
804,SMB,7.794,2021-10-28,Industrial,Southeast,Spot
805,Mid-Market,4.642,2022-03-23,Food & Beverage,Northeast,Contract
806,Mid-Market,4.658,2020-08-23,Industrial,Northeast,Spot
807,SMB,5.787,2021-10-26,Food & Beverage,Midwest,Spot
808,Mid-Market,4.264,2021-04-26,Food & Beverage,Southeast,Spot
809,SMB,5.774,2023-08-19,Apparel,Northeast,Spot
810,Occasional,6.874,2024-01-19,Food & Beverage,West,Spot
811,Enterprise,2.217,2019-08-28,Manufacturing,West,Contract
812,Enterprise,1.995,2022-02-06,Industrial,West,Contract
813,Occasional,8.696,2025-08-10,Food & Beverage,Northeast,Spot
814,SMB,7.03,2024-10-15,Industrial,International,Spot
815,Mid-Market,5.595,2024-04-16,Food & Beverage,Midwest,Spot
816,Occasional,11.472,2023-11-25,Industrial,Midwest,Spot
817,Occasional,11.543,2019-01-11,Pharma,Northeast,Spot
818,SMB,8.737,2025-06-29,Automotive,West,Contract
819,SMB,8.548,2023-11-26,Automotive,Midwest,Spot
820,Mid-Market,4.304,2024-12-03,Manufacturing,West,Spot
821,Enterprise,3.766,2025-01-22,Automotive,Midwest,Contract
822,SMB,7.032,2020-09-11,Industrial,West,Spot
823,Mid-Market,4.221,2019-02-03,Apparel,West,Spot
824,SMB,7.155,2023-05-24,Industrial,International,Spot
825,Occasional,10.38,2022-01-22,Automotive,Northeast,Spot
826,Enterprise,3.01,2019-02-20,Apparel,Northeast,Contract
827,SMB,7.55,2020-10-21,Food & Beverage,West,Spot
828,Mid-Market,5.481,2025-08-10,Automotive,Midwest,Spot
829,Occasional,9.34,2021-06-03,Manufacturing,Midwest,Spot
830,Mid-Market,4.116,2020-09-27,Pharma,West,Spot
831,SMB,5.092,2023-05-13,Automotive,Midwest,Spot
832,SMB,7.373,2023-06-07,Industrial,West,Spot
833,Mid-Market,4.566,2021-03-19,Electronics,Southeast,Contract
834,SMB,5.719,2024-08-29,Retail,West,Contract
835,SMB,6.982,2022-11-14,Electronics,Northeast,Spot
836,SMB,6.327,2020-01-26,Automotive,Midwest,Spot
837,SMB,7.201,2021-03-02,Pharma,West,Spot
838,Occasional,7.192,2024-08-26,Retail,Southeast,Spot
839,Mid-Market,3.177,2019-08-06,Retail,Southeast,Contract
840,SMB,6.742,2019-01-30,Electronics,Southeast,Spot
841,Enterprise,2.433,2023-05-18,Electronics,Midwest,Contract
842,SMB,2.912,2021-12-12,Manufacturing,Southeast,Spot
843,SMB,6.815,2020-09-07,Food & Beverage,Northeast,Spot
844,Mid-Market,5.234,2022-02-23,Food & Beverage,West,Spot
845,Mid-Market,6.347,2020-03-23,Manufacturing,Northeast,Spot
846,Occasional,9.95,2021-06-29,Manufacturing,Midwest,Spot
847,Mid-Market,5.249,2020-07-23,Apparel,Midwest,Contract
848,SMB,7.371,2022-11-28,Industrial,Northeast,Spot
849,Mid-Market,5.916,2023-06-29,Industrial,Northeast,Spot
850,Occasional,8.547,2025-02-05,Pharma,International,Spot
851,Mid-Market,3.839,2019-06-14,Retail,West,Spot
852,Mid-Market,4.813,2021-03-07,Industrial,Northeast,Contract
853,Occasional,9.697,2020-10-05,Industrial,West,Spot
854,Occasional,7.787,2022-11-11,Electronics,Midwest,Spot
855,Mid-Market,3.751,2022-07-22,Food & Beverage,Northeast,Spot
856,SMB,7.135,2024-11-06,Retail,West,Spot
857,SMB,6.477,2025-02-15,Automotive,Midwest,Spot
858,Occasional,8.523,2024-02-26,Automotive,Northeast,Spot
859,Mid-Market,4.395,2020-04-29,Retail,West,Spot
860,SMB,8.571,2019-04-10,Apparel,Southeast,Spot
861,SMB,6.974,2024-12-29,Food & Beverage,Southeast,Spot
862,SMB,7.125,2025-04-14,Pharma,Southeast,Spot
863,SMB,7.853,2020-09-01,Manufacturing,West,Spot
864,SMB,7.035,2019-04-24,Automotive,West,Spot
865,Mid-Market,5.295,2023-07-16,Food & Beverage,International,Spot
866,Occasional,9.063,2022-12-04,Automotive,Northeast,Spot
867,Occasional,9.194,2024-12-04,Manufacturing,West,Spot
868,SMB,5.522,2022-11-01,Pharma,Midwest,Spot
869,Mid-Market,4.692,2024-01-26,Electronics,Southeast,Contract
870,Mid-Market,3.329,2024-03-29,Industrial,Northeast,Contract
871,SMB,3.674,2019-01-24,Pharma,West,Spot
872,Enterprise,3.225,2019-12-28,Apparel,Southeast,Contract
873,Occasional,9.59,2024-03-14,Retail,Midwest,Spot
874,Mid-Market,3.416,2020-03-12,Apparel,Midwest,Spot
875,SMB,6.027,2020-05-16,Retail,Northeast,Spot
876,Occasional,7.873,2024-01-06,Electronics,International,Spot
